STATELINK,CITYLINK,TYPE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
OHIO,WAITE HILL,MURDERS,0,0,0,0,0,0,0,,0,0,0,0
OHIO,WAITE HILL,ROBBERIES,0,0,0,0,0,0,0,,0,0,0,0
OHIO,WAITE HILL,RAPES,0,0,0,0,0,0,0,,0,0,0,0
OHIO,WAITE HILL,ARSON,0,0,0,0,0,0,0,,0,0,0,0
OHIO,WAITE HILL,THEFTS,0,1,0,0,0,1,0,,0,0,3,1
OHIO,WAITE HILL,ASSAULTS,0,0,1,0,1,0,0,,0,0,0,0
OHIO,WAITE HILL,AUTO THEFTS,0,0,0,0,0,0,0,,0,0,0,0
MINNESOTA,WAITE PARK,ASSAULTS,9,8,9,11,10,5,12,17,15,13,15,18
MINNESOTA,WAITE PARK,AUTO THEFTS,13,18,6,11,19,12,9,18,14,6,16,11
MINNESOTA,WAITE PARK,THEFTS,468,511,409,395,437,530,454,507,525,648,727,604
MINNESOTA,WAITE PARK,RAPES,5,4,3,3,4,,,,,,,
MINNESOTA,WAITE PARK,ROBBERIES,2,4,0,1,6,3,4,10,5,7,7,5
MINNESOTA,WAITE PARK,ARSON,12,10,16,4,3,3,6,0,0,1,1,0
MINNESOTA,WAITE PARK,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA,WAITE PARK,BURGLARIES,25,22,38,38,44,32,44,32,28,29,44,41
TEXAS,WAKE VILLAGE,ASSAULTS,5,5,7,5,3,0,2,0,0,0,0,0
TEXAS,WAKE VILLAGE,BURGLARIES,33,49,35,39,16,21,24,26,23,39,37,32
TEXAS,WAKE VILLAGE,AUTO THEFTS,2,6,19,13,12,3,2,6,4,8,8,3
TEXAS,WAKE VILLAGE,RAPES,0,1,1,0,0,0,0,0,0,0,0,0
TEXAS,WAKE VILLAGE,ARSON,0,0,0,0,1,0,0,0,1,1,0,0
TEXAS,WAKE VILLAGE,THEFTS,63,117,69,57,50,40,81,32,42,34,97,75
TEXAS,WAKE VILLAGE,MURDERS,0,0,1,0,0,1,0,0,0,0,0,2
TEXAS,WAKE VILLAGE,ROBBERIES,3,2,0,0,0,2,1,0,0,1,3,2
MASSACHUSETTS,WAKEFIELD,ARSON,,,0,0,,0,3,,2,4,0,0
MASSACHUSETTS,WAKEFIELD,MURDERS,,,0,0,,2,0,,1,0,1,0
MASSACHUSETTS,WAKEFIELD,ASSAULTS,,,11,9,,43,38,,43,49,48,56
MASSACHUSETTS,WAKEFIELD,THEFTS,,,179,161,,202,220,,207,209,220,223
MASSACHUSETTS,WAKEFIELD,AUTO THEFTS,,,26,17,,23,21,,17,16,16,16
MASSACHUSETTS,WAKEFIELD,BURGLARIES,,,42,49,,45,49,,51,76,68,70
MASSACHUSETTS,WAKEFIELD,ROBBERIES,,,6,3,,9,6,,4,9,7,8
MASSACHUSETTS,WAKEFIELD,RAPES,,,3,2,,3,5,,9,3,5,3
KANSAS,WAKEFIELD,BURGLARIES,,,8,5,3,,,4,,0,,
KANSAS,WAKEFIELD,RAPES,,,0,0,0,,,0,,0,,
KANSAS,WAKEFIELD,AUTO THEFTS,,,0,2,2,,,2,,0,,
KANSAS,WAKEFIELD,ROBBERIES,,,0,0,0,,,0,,0,,
KANSAS,WAKEFIELD,ARSON,,,0,0,0,,,0,,0,,
KANSAS,WAKEFIELD,ASSAULTS,,,0,3,0,,,0,,0,,
KANSAS,WAKEFIELD,MURDERS,,,0,0,0,,,0,,0,,
KANSAS,WAKEFIELD,THEFTS,,,8,14,8,,,5,,0,,
NEW HAMPSHIRE,WAKEFIELD,THEFTS,88,69,,85,80,,37,70,87,93,83,65
NEW HAMPSHIRE,WAKEFIELD,ARSON,0,0,,0,1,,2,2,1,0,1,1
NEW HAMPSHIRE,WAKEFIELD,ROBBERIES,1,1,,0,0,,0,0,2,0,0,1
NEW HAMPSHIRE,WAKEFIELD,RAPES,3,3,,6,2,,2,2,0,2,0,1
NEW HAMPSHIRE,WAKEFIELD,AUTO THEFTS,5,8,,7,2,,4,6,10,10,7,12
NEW HAMPSHIRE,WAKEFIELD,MURDERS,0,0,,0,0,,0,0,0,0,0,0
NEW HAMPSHIRE,WAKEFIELD,ASSAULTS,7,12,,6,4,,3,2,4,3,8,3
NEW HAMPSHIRE,WAKEFIELD,BURGLARIES,34,29,,20,20,,24,30,26,25,35,41
OHIO,WALBRIDGE,ARSON,0,0,0,0,0,0,0,0,,1,0,0
OHIO,WALBRIDGE,MURDERS,0,0,0,0,0,0,0,1,,0,0,0
OHIO,WALBRIDGE,AUTO THEFTS,6,6,5,3,2,5,4,5,,0,1,1
OHIO,WALBRIDGE,THEFTS,34,60,63,41,33,37,49,80,,50,31,20
OHIO,WALBRIDGE,ROBBERIES,0,0,1,1,0,0,0,0,,2,0,0
OHIO,WALBRIDGE,RAPES,1,1,1,0,1,2,0,1,,0,2,0
OHIO,WALBRIDGE,BURGLARIES,3,2,2,10,6,12,14,26,,17,13,5
OHIO,WALBRIDGE,ASSAULTS,2,4,0,3,0,1,0,0,,0,0,0
NEW YORK,WALDEN,BURGLARIES,21,27,22,18,6,15,12,8,11,7,14,17
NEW YORK,WALDEN,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW YORK,WALDEN,THEFTS,69,96,88,129,129,65,123,102,76,42,72,117
NEW YORK,WALDEN,ROBBERIES,1,3,3,1,0,3,1,4,2,1,1,2
NEW YORK,WALDEN,ARSON,0,,,,,1,1,0,0,0,0,
NEW YORK,WALDEN,ASSAULTS,16,8,9,5,9,8,15,15,20,25,17,11
NEW YORK,WALDEN,AUTO THEFTS,9,4,3,4,5,7,4,4,6,2,4,2
NEW YORK,WALDEN,RAPES,0,1,1,5,0,0,0,1,5,3,2,2
FLORIDA,WALDO,ROBBERIES,0,1,0,0,0,0,,,,,2,0
FLORIDA,WALDO,ARSON,0,0,0,0,0,0,,,,,0,0
FLORIDA,WALDO,MURDERS,0,0,0,0,0,0,,,,,0,0
FLORIDA,WALDO,BURGLARIES,10,3,9,8,2,5,,,,,22,26
FLORIDA,WALDO,THEFTS,1,5,4,1,2,1,,,,,31,22
FLORIDA,WALDO,ASSAULTS,2,2,2,0,1,1,,,,,8,11
FLORIDA,WALDO,RAPES,0,0,2,0,0,0,,,,,1,0
FLORIDA,WALDO,AUTO THEFTS,1,1,3,0,0,3,,,,,3,2
ARKANSAS,WALDRON,THEFTS,116,84,28,48,30,65,38,27,40,83,118,137
ARKANSAS,WALDRON,ARSON,0,0,0,2,1,6,3,2,1,1,4,1
ARKANSAS,WALDRON,AUTO THEFTS,4,1,2,4,1,5,5,3,2,5,4,7
ARKANSAS,WALDRON,ASSAULTS,9,8,13,15,39,58,46,21,10,8,6,5
ARKANSAS,WALDRON,BURGLARIES,45,66,80,71,42,59,106,54,69,84,97,87
ARKANSAS,WALDRON,MURDERS,0,1,0,0,0,0,0,0,0,0,0,0
ARKANSAS,WALDRON,ROBBERIES,0,0,0,1,0,2,2,0,0,0,1,1
ARKANSAS,WALDRON,RAPES,0,0,2,1,2,1,2,0,2,1,4,4
NEW JERSEY,WALDWICK,THEFTS,90,72,61,66,95,78,68,82,53,64,72,54
NEW JERSEY,WALDWICK,ROBBERIES,1,0,0,0,0,2,1,0,2,1,0,0
NEW JERSEY,WALDWICK,ARSON,0,0,1,1,0,2,0,1,1,0,1,0
NEW JERSEY,WALDWICK,RAPES,2,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,WALDWICK,MURDERS,0,0,0,0,0,0,0,1,0,0,0,0
NEW JERSEY,WALDWICK,ASSAULTS,4,1,3,5,0,2,5,7,2,3,2,4
NEW JERSEY,WALDWICK,BURGLARIES,20,9,8,8,7,9,4,17,6,6,8,4
NEW JERSEY,WALDWICK,AUTO THEFTS,0,3,1,0,2,0,0,2,0,0,0,1
MASSACHUSETTS,WALES,ARSON,,,0,,0,,0,0,1,,0,0
MASSACHUSETTS,WALES,ROBBERIES,,,0,,0,,0,0,0,,1,0
MASSACHUSETTS,WALES,MURDERS,,,0,,0,,0,0,0,,0,0
MASSACHUSETTS,WALES,AUTO THEFTS,,,0,,0,,1,0,0,,0,0
MASSACHUSETTS,WALES,THEFTS,,,2,,3,,5,3,4,,3,5
MASSACHUSETTS,WALES,RAPES,,,0,,0,,0,0,0,,0,0
MASSACHUSETTS,WALES,BURGLARIES,,,1,,0,,2,0,1,,3,0
MASSACHUSETTS,WALES,ASSAULTS,,,0,,0,,2,1,0,,0,1
SOUTH CAROLINA,WALHALLA,ROBBERIES,0,0,0,0,3,,7,1,1,0,1,1
SOUTH CAROLINA,WALHALLA,AUTO THEFTS,14,3,3,2,9,,4,7,4,8,9,8
SOUTH CAROLINA,WALHALLA,ARSON,0,0,0,0,2,,0,0,1,1,0,1
SOUTH CAROLINA,WALHALLA,MURDERS,0,1,0,0,0,,0,1,0,0,0,0
SOUTH CAROLINA,WALHALLA,ASSAULTS,59,29,22,18,22,,22,29,17,22,9,10
SOUTH CAROLINA,WALHALLA,THEFTS,90,72,74,92,98,,102,107,79,75,73,95
SOUTH CAROLINA,WALHALLA,RAPES,1,0,2,2,2,,2,4,4,2,2,1
SOUTH CAROLINA,WALHALLA,BURGLARIES,13,22,32,27,20,,26,36,23,23,29,27
MICHIGAN,WALKER,MURDERS,0,0,3,0,0,0,1,0,0,,1,1
MICHIGAN,WALKER,THEFTS,836,931,909,801,852,893,885,809,738,,628,724
MICHIGAN,WALKER,ASSAULTS,29,30,24,30,20,24,19,38,22,,16,33
MICHIGAN,WALKER,BURGLARIES,114,153,138,133,123,127,117,98,103,,99,75
MICHIGAN,WALKER,ARSON,1,8,4,5,3,3,1,2,9,,4,2
MICHIGAN,WALKER,ROBBERIES,10,4,12,20,24,12,10,7,7,,10,7
MICHIGAN,WALKER,RAPES,7,13,12,11,14,13,12,21,8,,7,5
MICHIGAN,WALKER,AUTO THEFTS,51,44,43,31,32,35,28,28,23,,28,20
LOUISIANA,WALKER,RAPES,,,,,,,,,0,4,4,0
LOUISIANA,WALKER,AUTO THEFTS,,,,,,,,,9,6,10,13
LOUISIANA,WALKER,THEFTS,,,,,,,,,332,285,269,322
LOUISIANA,WALKER,MURDERS,,,,,,,,,0,0,0,0
LOUISIANA,WALKER,BURGLARIES,,,,,,,,,55,77,61,54
LOUISIANA,WALKER,ROBBERIES,,,,,,,,,7,13,8,9
LOUISIANA,WALKER,ASSAULTS,,,,,,,,,67,28,42,35
LOUISIANA,WALKER,ARSON,,,,,,,,,2,3,1,0
INDIANA,WALKERTON,ARSON,,1,0,0,,,0,0,1,1,1,1
INDIANA,WALKERTON,THEFTS,,97,45,15,,,43,47,46,18,23,15
INDIANA,WALKERTON,MURDERS,,1,0,0,,,0,0,0,0,0,0
INDIANA,WALKERTON,RAPES,,2,0,1,,,0,0,0,0,1,0
INDIANA,WALKERTON,AUTO THEFTS,,8,5,8,,,7,3,5,3,5,1
INDIANA,WALKERTON,BURGLARIES,,25,13,11,,,20,17,24,9,10,6
INDIANA,WALKERTON,ROBBERIES,,1,2,0,,,1,1,0,0,1,0
INDIANA,WALKERTON,ASSAULTS,,29,13,9,,,9,17,4,2,1,0
WASHINGTON,WALLA WALLA,ARSON,0,3,28,17,9,7,20,11,11,6,11,11
WASHINGTON,WALLA WALLA,ASSAULTS,89,69,73,74,98,83,70,90,60,75,85,79
WASHINGTON,WALLA WALLA,BURGLARIES,283,271,319,236,237,201,285,264,302,229,244,274
WASHINGTON,WALLA WALLA,ROBBERIES,22,22,19,21,13,13,12,12,16,23,20,18
WASHINGTON,WALLA WALLA,RAPES,35,36,30,33,64,35,30,31,34,19,22,16
WASHINGTON,WALLA WALLA,THEFTS,"1,317","1,231","1,335","1,070","1,064","1,149","1,195","1,052","1,065","1,005","1,104","1,101"
WASHINGTON,WALLA WALLA,AUTO THEFTS,79,62,75,94,69,55,68,72,54,57,35,71
WASHINGTON,WALLA WALLA,MURDERS,0,0,0,0,0,1,0,1,0,0,3,0
NORTH CAROLINA,WALLACE,RAPES,0,0,0,0,0,0,,1,2,,5,2
NORTH CAROLINA,WALLACE,ROBBERIES,6,1,5,6,6,5,,4,10,,4,4
NORTH CAROLINA,WALLACE,ASSAULTS,13,3,4,7,11,11,,4,4,,6,17
NORTH CAROLINA,WALLACE,MURDERS,0,0,1,2,2,2,,0,2,,0,1
NORTH CAROLINA,WALLACE,AUTO THEFTS,19,12,17,12,19,6,,11,9,,6,13
NORTH CAROLINA,WALLACE,ARSON,0,1,1,1,1,1,,1,4,,1,0
NORTH CAROLINA,WALLACE,THEFTS,117,57,87,87,74,101,,97,84,,138,130
NORTH CAROLINA,WALLACE,BURGLARIES,10,44,82,52,103,58,,43,42,,38,37
MICHIGAN,WALLED LAKE,ARSON,0,2,1,1,0,2,0,1,0,1,2,1
MICHIGAN,WALLED LAKE,ROBBERIES,1,0,3,1,0,2,2,1,0,1,1,0
MICHIGAN,WALLED LAKE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MICHIGAN,WALLED LAKE,ASSAULTS,10,8,2,13,15,32,7,15,17,13,10,10
MICHIGAN,WALLED LAKE,AUTO THEFTS,21,18,14,17,13,12,12,7,7,8,4,3
MICHIGAN,WALLED LAKE,THEFTS,179,131,137,111,122,97,101,120,109,126,93,83
MICHIGAN,WALLED LAKE,RAPES,3,2,3,2,1,1,3,0,1,1,1,2
MICHIGAN,WALLED LAKE,BURGLARIES,21,21,18,37,25,16,20,29,32,27,19,18
TEXAS,WALLER,THEFTS,66,90,70,138,92,80,104,75,51,60,67,49
TEXAS,WALLER,BURGLARIES,13,31,29,29,36,32,30,37,23,24,22,72
TEXAS,WALLER,ASSAULTS,23,13,13,15,4,11,13,9,13,6,7,14
TEXAS,WALLER,ARSON,0,0,1,0,1,2,1,1,0,1,0,0
TEXAS,WALLER,RAPES,0,0,0,0,0,0,2,3,3,1,1,1
TEXAS,WALLER,ROBBERIES,1,3,5,3,3,8,7,3,4,1,4,5
TEXAS,WALLER,MURDERS,0,0,0,0,0,1,0,1,0,0,0,3
TEXAS,WALLER,AUTO THEFTS,3,3,12,26,9,9,6,2,5,6,2,11
CONNECTICUT,WALLINGFORD,MURDERS,,0,0,0,0,0,0,0,0,0,2,0
CONNECTICUT,WALLINGFORD,BURGLARIES,,136,138,143,112,115,119,131,90,101,126,161
CONNECTICUT,WALLINGFORD,ASSAULTS,,17,15,5,9,12,14,13,11,12,9,3
CONNECTICUT,WALLINGFORD,AUTO THEFTS,,61,56,40,47,55,50,35,39,29,36,25
CONNECTICUT,WALLINGFORD,ARSON,,12,5,8,7,4,5,2,5,2,3,2
CONNECTICUT,WALLINGFORD,THEFTS,,849,598,683,679,732,660,636,646,646,691,728
CONNECTICUT,WALLINGFORD,RAPES,,5,5,5,12,7,12,6,7,4,2,2
CONNECTICUT,WALLINGFORD,ROBBERIES,,9,16,8,14,18,7,4,4,15,15,10
NEW JERSEY,WALLINGTON,ROBBERIES,8,5,5,7,5,8,8,4,9,4,3,4
NEW JERSEY,WALLINGTON,AUTO THEFTS,41,15,23,19,32,23,20,23,20,6,12,10
NEW JERSEY,WALLINGTON,ARSON,0,2,0,1,3,0,0,1,0,2,1,0
NEW JERSEY,WALLINGTON,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,WALLINGTON,RAPES,2,1,1,1,0,0,0,0,0,0,1,0
NEW JERSEY,WALLINGTON,THEFTS,229,118,121,135,136,103,112,140,117,113,123,141
NEW JERSEY,WALLINGTON,ASSAULTS,17,16,6,7,6,3,3,11,2,7,8,4
NEW JERSEY,WALLINGTON,BURGLARIES,51,29,24,47,23,33,35,32,42,38,35,60
TEXAS,WALLIS,THEFTS,42,51,50,59,59,54,10,1,8,5,14,9
TEXAS,WALLIS,ASSAULTS,5,0,2,3,2,1,1,3,4,1,0,1
TEXAS,WALLIS,BURGLARIES,16,6,7,16,9,16,8,3,5,9,5,3
TEXAS,WALLIS,RAPES,0,1,0,0,2,0,0,0,0,0,0,0
TEXAS,WALLIS,ARSON,1,0,0,1,0,0,0,0,0,0,0,0
TEXAS,WALLIS,ROBBERIES,0,1,0,0,0,0,0,0,1,0,0,1
TEXAS,WALLIS,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
TEXAS,WALLIS,AUTO THEFTS,4,7,2,5,3,1,1,4,4,0,0,1
CALIFORNIA,WALNUT,MURDERS,0,0,0,1,0,0,2,0,0,0,1,0
CALIFORNIA,WALNUT,THEFTS,243,174,251,244,236,348,308,261,299,248,211,209
CALIFORNIA,WALNUT,AUTO THEFTS,69,81,78,98,78,74,63,57,35,40,36,32
CALIFORNIA,WALNUT,RAPES,5,4,1,1,1,6,2,1,3,3,3,2
CALIFORNIA,WALNUT,ARSON,5,4,7,6,6,4,5,4,1,2,4,6
CALIFORNIA,WALNUT,ASSAULTS,26,33,36,30,23,15,30,32,19,22,28,25
CALIFORNIA,WALNUT,ROBBERIES,14,16,19,24,21,25,22,18,21,4,8,10
CALIFORNIA,WALNUT,BURGLARIES,92,88,146,183,178,183,179,138,122,159,107,141
NORTH CAROLINA,WALNUT COVE,MURDERS,0,,0,0,,,,,0,0,0,
NORTH CAROLINA,WALNUT COVE,ASSAULTS,1,,2,2,,,,,2,2,0,
NORTH CAROLINA,WALNUT COVE,ARSON,0,,0,0,,,,,0,1,0,
NORTH CAROLINA,WALNUT COVE,RAPES,0,,0,2,,,,,0,1,1,
NORTH CAROLINA,WALNUT COVE,ROBBERIES,0,,0,1,,,,,0,0,0,
NORTH CAROLINA,WALNUT COVE,AUTO THEFTS,1,,0,4,,,,,4,5,1,
NORTH CAROLINA,WALNUT COVE,THEFTS,16,,36,25,,,,,18,49,34,
NORTH CAROLINA,WALNUT COVE,BURGLARIES,7,,3,29,,,,,3,2,7,
CALIFORNIA,WALNUT CREEK,MURDERS,0,0,0,1,1,0,2,1,1,1,1,0
CALIFORNIA,WALNUT CREEK,ARSON,30,19,16,6,14,14,,6,12,5,6,5
CALIFORNIA,WALNUT CREEK,ASSAULTS,91,99,80,77,83,69,49,83,85,71,52,62
CALIFORNIA,WALNUT CREEK,ROBBERIES,30,24,18,33,38,41,36,57,41,38,14,19
CALIFORNIA,WALNUT CREEK,THEFTS,"1,703","1,939","1,938","2,332","2,142","1,773","1,875","1,952","1,940","1,783","1,472","1,463"
CALIFORNIA,WALNUT CREEK,RAPES,10,12,8,4,8,3,3,3,4,5,2,3
CALIFORNIA,WALNUT CREEK,BURGLARIES,490,469,434,520,507,438,506,568,504,436,422,446
CALIFORNIA,WALNUT CREEK,AUTO THEFTS,221,236,263,285,270,258,205,187,203,153,130,141
MISSOURI,WALNUT GROVE,ARSON,,0,1,0,2,0,0,0,0,0,0,0
MISSOURI,WALNUT GROVE,MURDERS,,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WALNUT GROVE,ASSAULTS,,2,0,1,1,2,0,0,0,3,0,0
MISSOURI,WALNUT GROVE,BURGLARIES,,3,3,4,5,2,3,2,4,1,6,0
MISSOURI,WALNUT GROVE,THEFTS,,16,2,2,10,17,6,1,1,1,5,3
MISSOURI,WALNUT GROVE,AUTO THEFTS,,0,0,0,1,1,0,0,2,1,0,0
MISSOURI,WALNUT GROVE,RAPES,,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,WALNUT GROVE,ROBBERIES,,0,0,0,0,1,0,0,0,0,0,0
ILLINOIS,WALNUT,AUTO THEFTS,0,0,0,0,0,0,0,0,1,,,
ILLINOIS,WALNUT,BURGLARIES,24,17,17,2,4,5,14,6,11,,,
ILLINOIS,WALNUT,ASSAULTS,0,1,1,4,0,7,8,3,1,,,
ILLINOIS,WALNUT,THEFTS,16,18,18,9,9,6,10,40,22,,,
ILLINOIS,WALNUT,ROBBERIES,0,0,0,0,0,0,0,1,0,,,
ILLINOIS,WALNUT,RAPES,0,0,0,0,0,1,0,1,0,,,
ILLINOIS,WALNUT,ARSON,0,0,0,0,1,0,0,0,0,,,
ILLINOIS,WALNUT,MURDERS,0,0,0,0,0,0,0,0,0,,,
PENNSYLVANIA,WALNUTPORT,THEFTS,,,66,51,67,49,51,51,,,15,11
PENNSYLVANIA,WALNUTPORT,ROBBERIES,,,0,0,0,0,0,1,,,0,1
PENNSYLVANIA,WALNUTPORT,RAPES,,,0,0,1,0,0,1,,,0,0
PENNSYLVANIA,WALNUTPORT,BURGLARIES,,,6,1,5,6,4,11,,,3,2
PENNSYLVANIA,WALNUTPORT,AUTO THEFTS,,,4,2,3,1,0,0,,,1,1
PENNSYLVANIA,WALNUTPORT,ASSAULTS,,,3,0,4,1,0,1,,,1,0
PENNSYLVANIA,WALNUTPORT,ARSON,,,0,0,0,0,0,0,,,0,0
PENNSYLVANIA,WALNUTPORT,MURDERS,,,0,0,0,0,0,0,,,0,0
COLORADO,WALSENBURG,MURDERS,0,1,1,1,1,,0,,,,0,0
COLORADO,WALSENBURG,AUTO THEFTS,6,4,3,4,4,,5,,,,0,2
COLORADO,WALSENBURG,ARSON,0,1,0,4,1,,1,,,,0,0
COLORADO,WALSENBURG,ROBBERIES,1,2,2,1,0,,0,,,,0,6
COLORADO,WALSENBURG,ASSAULTS,17,16,9,12,14,,19,,,,4,16
COLORADO,WALSENBURG,BURGLARIES,21,25,34,10,18,,32,,,,27,36
COLORADO,WALSENBURG,RAPES,0,0,0,0,0,,1,,,,1,3
COLORADO,WALSENBURG,THEFTS,80,68,53,52,78,,85,,,,60,87
COLORADO,WALSH,THEFTS,,,,2,0,0,0,,3,,,3
COLORADO,WALSH,MURDERS,,,,0,0,0,0,,0,,,0
COLORADO,WALSH,AUTO THEFTS,,,,0,0,2,0,,0,,,0
COLORADO,WALSH,RAPES,,,,0,0,0,0,,0,,,0
COLORADO,WALSH,ASSAULTS,,,,0,0,0,0,,0,,,1
COLORADO,WALSH,ROBBERIES,,,,0,0,0,0,,0,,,0
COLORADO,WALSH,ARSON,,,,0,0,0,0,,0,,,0
COLORADO,WALSH,BURGLARIES,,,,0,1,0,0,,1,,,0
SOUTH CAROLINA,WALTERBORO,THEFTS,,586,366,326,424,523,463,512,500,448,523,392
SOUTH CAROLINA,WALTERBORO,ARSON,,11,3,1,2,4,2,5,0,2,3,2
SOUTH CAROLINA,WALTERBORO,AUTO THEFTS,,28,30,24,33,45,41,39,24,28,24,25
SOUTH CAROLINA,WALTERBORO,ASSAULTS,,43,55,51,52,71,84,74,94,60,31,60
SOUTH CAROLINA,WALTERBORO,MURDERS,,1,1,1,0,0,3,0,4,1,0,0
SOUTH CAROLINA,WALTERBORO,BURGLARIES,,60,79,70,77,92,99,78,113,189,108,69
SOUTH CAROLINA,WALTERBORO,ROBBERIES,,17,19,12,14,17,37,37,15,18,14,16
SOUTH CAROLINA,WALTERBORO,RAPES,,7,2,5,5,4,5,4,5,4,5,2
OKLAHOMA,WALTERS,ASSAULTS,9,7,4,8,14,8,1,3,4,1,0,0
OKLAHOMA,WALTERS,THEFTS,28,20,28,26,19,31,12,16,28,9,24,11
OKLAHOMA,WALTERS,BURGLARIES,7,6,5,11,12,20,21,20,6,4,0,2
OKLAHOMA,WALTERS,AUTO THEFTS,1,2,2,7,1,2,0,2,0,0,0,0
OKLAHOMA,WALTERS,ROBBERIES,0,0,0,0,1,0,1,0,0,0,0,0
OKLAHOMA,WALTERS,MURDERS,0,0,0,0,0,1,0,0,0,0,0,0
OKLAHOMA,WALTERS,RAPES,0,0,0,0,0,2,0,0,0,0,0,0
OKLAHOMA,WALTERS,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,WALTHAM,RAPES,11,5,11,9,7,8,11,9,8,13,15,12
MASSACHUSETTS,WALTHAM,ARSON,,,2,3,4,1,1,1,7,2,3,1
MASSACHUSETTS,WALTHAM,BURGLARIES,184,144,116,145,85,113,172,108,166,200,191,191
MASSACHUSETTS,WALTHAM,ASSAULTS,35,67,67,70,55,70,95,65,83,112,135,110
MASSACHUSETTS,WALTHAM,THEFTS,872,779,601,624,498,528,594,696,653,759,639,610
MASSACHUSETTS,WALTHAM,AUTO THEFTS,124,111,98,85,78,49,54,44,59,73,38,48
MASSACHUSETTS,WALTHAM,MURDERS,2,1,2,0,0,0,0,0,0,2,0,0
MASSACHUSETTS,WALTHAM,ROBBERIES,19,19,20,17,15,20,19,15,24,24,24,24
OHIO,WALTON HILLS,ROBBERIES,1,0,0,1,1,0,0,0,0,0,0,0
OHIO,WALTON HILLS,AUTO THEFTS,3,5,5,3,0,2,3,6,3,3,3,0
OHIO,WALTON HILLS,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
OHIO,WALTON HILLS,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
OHIO,WALTON HILLS,RAPES,0,0,6,0,0,0,0,0,0,0,0,0
OHIO,WALTON HILLS,THEFTS,23,25,24,39,22,26,17,24,16,11,14,15
OHIO,WALTON HILLS,ASSAULTS,2,1,6,2,1,2,0,0,1,0,0,0
OHIO,WALTON HILLS,BURGLARIES,0,8,9,10,9,2,1,6,4,8,2,2
NEW YORK,WALTON,RAPES,0,0,0,0,1,0,0,0,0,1,2,1
NEW YORK,WALTON,BURGLARIES,13,20,12,16,19,27,21,14,16,14,17,14
NEW YORK,WALTON,THEFTS,33,55,86,65,52,56,54,35,44,37,23,48
NEW YORK,WALTON,ROBBERIES,0,0,0,0,0,0,0,0,1,0,1,0
NEW YORK,WALTON,MURDERS,0,0,0,1,0,0,0,0,0,1,0,0
NEW YORK,WALTON,ARSON,0,,,,,1,0,0,1,0,0,
NEW YORK,WALTON,ASSAULTS,6,22,9,14,11,13,7,7,6,3,2,5
NEW YORK,WALTON,AUTO THEFTS,1,2,1,4,1,1,4,3,1,2,0,0
WISCONSIN,WALWORTH,THEFTS,64,48,63,62,57,41,46,36,27,,19,14
WISCONSIN,WALWORTH,ARSON,0,0,,1,0,0,0,0,0,,0,0
WISCONSIN,WALWORTH,ROBBERIES,0,0,0,1,0,0,0,0,0,,0,0
WISCONSIN,WALWORTH,AUTO THEFTS,2,2,1,3,0,0,1,1,0,,0,0
WISCONSIN,WALWORTH,BURGLARIES,6,9,6,7,7,7,9,1,6,,1,3
WISCONSIN,WALWORTH,MURDERS,0,0,0,0,0,0,0,0,0,,0,0
WISCONSIN,WALWORTH,ASSAULTS,9,0,3,9,6,5,4,7,8,,4,4
WISCONSIN,WALWORTH,RAPES,0,1,3,0,1,1,0,0,0,,0,0
ILLINOIS,WAMAC,BURGLARIES,7,2,2,7,3,8,4,,12,,,
ILLINOIS,WAMAC,THEFTS,17,12,12,10,16,18,15,,17,,,
ILLINOIS,WAMAC,ASSAULTS,2,4,4,0,0,2,1,,6,,,
ILLINOIS,WAMAC,MURDERS,0,0,0,0,0,0,0,,0,,,
ILLINOIS,WAMAC,RAPES,0,0,0,1,1,0,1,,0,,,
ILLINOIS,WAMAC,ARSON,0,0,0,1,0,1,0,,0,,,
ILLINOIS,WAMAC,AUTO THEFTS,0,0,0,1,2,1,0,,0,,,
ILLINOIS,WAMAC,ROBBERIES,0,0,0,0,0,1,0,,0,,,
KANSAS,WAMEGO,AUTO THEFTS,,1,1,1,4,4,4,2,0,3,,
KANSAS,WAMEGO,ROBBERIES,,0,0,1,0,0,0,0,0,0,,
KANSAS,WAMEGO,ARSON,,0,0,0,2,0,0,0,0,0,,
KANSAS,WAMEGO,MURDERS,,0,0,0,0,0,0,0,0,0,,
KANSAS,WAMEGO,THEFTS,,41,37,36,61,83,78,66,41,63,,
KANSAS,WAMEGO,ASSAULTS,,7,2,2,5,3,5,1,9,1,,
KANSAS,WAMEGO,RAPES,,1,0,0,2,2,0,2,0,0,,
KANSAS,WAMEGO,BURGLARIES,,6,6,4,12,14,8,9,9,7,,
